@RELATION Untitled

@ATTRIBUTE time_hp real
@ATTRIBUTE pred_hp real

@DATA
0.0168,3.9021563441141
0.017,3.8592793477348
0.0172,3.8143824220361
0.0174,3.7679534769751
0.0176,3.7204646544341
0.0178,3.6723688692915
0.018,3.6240970698786
0.0182,3.5760561913047
0.0184,3.5286277605837
0.0186,3.4821671012559
0.0188,3.437003077161
0.019,3.3934383099536
0.0192,3.3517498025463
0.0194,3.3121899005435
0.0196,3.2749875255018
0.0198,3.2403496171015
0.02,3.2084627256737
0.0202,3.1794947016123
0.0204,3.1535964337257
0.0206,3.1309035942446
0.0208,3.1115383538075
0.021,3.0956110350954
0.0212,3.0832216787682
0.0214,3.0744614998791
0.0216,3.0694142169493
0.0218,3.0681572393714
0.022,3.0707627017722
0.0222,3.0772983364468
0.0224,3.0878281770011
0.0226,3.1024130880039
0.0228,3.1211111167822
0.023,3.1439776645995
0.0232,3.1710654754023
0.0234,3.2024244411799
0.0236,3.2381012238471
0.0238,3.2781386945034
0.024,3.3225751920016
0.0242,3.3714436040679
0.0244,3.4247702757927
0.0246,3.4825737522072
0.0248,3.5448633639322
0.025,3.611637667532
0.0252,3.6828827552465
0.0254,3.7585704522071
0.0256,3.8386564230144
0.0258,3.9230782136212
0.026,4.0117532587505
0.0262,4.1045768894498
0.0264,4.2014203797451
0.0266,4.3021290754997
0.0268,4.4065206523748
0.027,4.5143835529807
0.0272,4.6254756557137
0.0274,4.7395232291637
0.0276,4.8562202261312
0.0278,4.9752279699983
0.028,5.0961752833268
0.0282,5.2186591038763
0.0284,5.3422456267934
0.0286,5.4664720033547
0.0288,5.5908486165459
0.029,5.7148619419353
0.0292,5.8379779890804
0.0294,5.9596463043275
0.0296,6.079304500753
0.0298,6.1963832655902
0.03,6.3103117803452
0.0302,6.4205234744203
0.0304,6.5264620200772
0.0306,6.6275874654779
0.0308,6.7233823939042
0.031,6.813357991485
0.0312,6.8970599032322
0.0314,6.9740737581264
0.0316,7.0440302484961
0.0318,7.106609656971
0.032,7.1615457356495
0.0322,7.2086288564778
0.0324,7.247708368735
0.0326,7.2786941183578
0.0328,7.3015571039927
0.033,7.3163292654004
0.0332,7.3231024204413
0.0334,7.3220263866426
0.0336,7.3133063415906
0.0338,7.2971994925847
0.034,7.2740111395844
0.0342,7.2440902261883
0.0344,7.207824480916
0.0346,7.1656352553832
0.0348,7.1179721670716
0.035,7.065307652471
0.0352,7.0081315316924
0.0354,6.9469456785354
0.0356,6.8822588808941
0.0358,6.8145819657268
0.036,6.7444232510866
0.0362,6.6722843753656
0.0364,6.5986565413748
0.0366,6.5240172006055
0.0368,6.4488271912825
0.037,6.3735283329647
0.0372,6.2985414706716
0.0374,6.2242649529652
0.0376,6.1510735212215
0.0378,6.0793175814753
0.038,6.0093228257549
0.0382,5.9413901666293
0.0384,5.8757959467243
0.0386,5.8127923840732
0.0388,5.7526082142506
0.039,5.6954494911197
0.0392,5.6415005095921
0.0394,5.5909248158834
0.0396,5.5438662732433
0.0398,5.5004501539029
0.04,5.4607842309121
0.0402,5.4249598465659
0.0404,5.3930529371242
0.0406,5.3651249964979
0.0408,5.3412239644364
0.041,5.3213850274777
0.0412,5.3056313235068
0.0414,5.2939745431939
0.0416,5.2864154238518
0.0418,5.2829441333788
0.042,5.2835405439383
0.0422,5.2881743969067
0.0424,5.2968053623878
0.0426,5.3093829982943
0.0428,5.3258466156192
0.043,5.3461250581119
0.0432,5.3701364061019
0.0434,5.3977876157341
0.0436,5.4289741063447
0.0438,5.4635793101342
0.044,5.5014741996788
0.0442,5.5425168101055
0.0444,5.5865517739577
0.0446,5.6334098878196
0.0448,5.6829077306445
0.045,5.7348473543669
0.0452,5.7890160677427
0.0454,5.8451863343981
0.0456,5.9031158057184
0.0458,5.9625475084317
0.046,6.0232102054925
0.0462,6.0848189471129
0.0464,6.1470758264923
0.0466,6.2096709519647
0.0468,6.2722836439015
0.047,6.3345838608281
0.0472,6.3962338548436
0.0474,6.4568900516889
0.0476,6.5162051457266
0.0478,6.5738303948328
0.048,6.6294180948497
0.0482,6.6826242079812
0.0484,6.7331111144566
0.0486,6.7805504521484
0.0488,6.8246260047232
0.049,6.8650365955263
0.0492,6.9014989418805
0.0494,6.9337504229464
0.0496,6.9615517138394
0.0498,6.9846892394187
0.05,7.0029774030417
0.0502,7.0162605486715
0.0504,7.0244146189074
0.0506,7.0273484767658
0.0508,7.0250048651745
0.051,7.0173609850543
0.0512,7.0044286802856
0.0514,6.9862542256666
0.0516,6.9629177218468
0.0518,6.9345321089971
0.052,6.901241818406
0.0522,6.8632210880561
0.0524,6.8206719743447
0.0526,6.7738220973204
0.0528,6.7229221609758
0.053,6.668243293181
0.0532,6.6100742517062
0.0534,6.5487185435067
0.0536,6.4844915039739
0.0538,6.4177173813669
0.054,6.3487264691556
0.0542,6.2778523256743
0.0544,6.2054291164774
0.0546,6.131789110216
0.0548,6.0572603539222
0.055,5.9821645484292
0.0552,5.9068151394306
0.0554,5.831515634552
0.0556,5.7565581518628
0.0558,5.6822222006463
0.056,5.6087736910141
0.0562,5.5364641652171
0.0564,5.4655302402367
0.0566,5.3961932485627
0.0568,5.3286590618783
0.057,5.2631180807451
0.0572,5.1997453722637
0.0574,5.1387009370091
0.0576,5.0801300863358
0.0578,5.0241639112745
0.058,4.9709198247362
0.0582,4.9205021594679
0.0584,4.8730028051864
0.0586,4.8285018694317
0.0588,4.7870683479518
0.059,4.7487607917538
0.0592,4.713627959339
0.0594,4.6817094440275
0.0596,4.6530362676541
0.0598,4.6276314332605
0.06,4.6055104307026
0.0602,4.5866816903293
0.0604,4.5711469810632
0.0606,4.5589017503202
0.0608,4.5499354042441
0.061,4.5442315277242
0.0612,4.5417680445717
0.0614,4.5425173191182
0.0616,4.5464462013217
0.0618,4.5535160182554
0.062,4.5636825156157
0.0622,4.5768957536153
0.0624,4.5930999623316
0.0626,4.6122333622632
0.0628,4.6342279565067
0.063,4.659009301592
0.0632,4.6864962646151
0.0634,4.716600774858
0.0636,4.7492275785902
0.0638,4.7842740061805
0.064,4.8216297610052
0.0642,4.8611767398939
0.0644,4.9027888949965
0.0646,4.9463321469662
0.0648,4.9916643591976
0.065,5.0386353825517
0.0652,5.0870871794944
0.0654,5.1368540358627
0.0656,5.1877628675777
0.0658,5.239633628481
0.066,5.2922798241456
0.0662,5.345509134964
0.0664,5.3991241500807
0.0666,5.452923211837
0.0668,5.5067013683433
0.067,5.5602514296573
0.0672,5.6133651208168
0.0674,5.6658343227703
0.0676,5.7174523900547
0.0678,5.7680155319845
0.068,5.8173242421996
0.0682,5.8651847596975
0.0684,5.9114105430455
0.0686,5.9558237383467
0.0688,5.9982566208037
0.069,6.0385529893679
0.0692,6.0765694940677
0.0694,6.1121768761453
0.0696,6.1452611021123
0.0698,6.1757243742534
0.07,6.2034860019361
0.0702,6.2284831202736
0.0704,6.2506712451907
0.0706,6.2700246567189
0.0708,6.2865366052814
0.071,6.3002193387889
0.0712,6.3111039514633
0.0714,6.3192400583195
0.0716,6.3246953021749
0.0718,6.3275547027396
0.072,6.3279198598009
0.0722,6.3259080246421
0.0724,6.3216510555892
0.0726,6.3152942749576
0.0728,6.3069952456107
0.073,6.2969224858782
0.0732,6.2852541416915
0.0734,6.2721766345048
0.0736,6.2578833029195
0.0738,6.2425730549261
0.074,6.2264490464044
0.0742,6.2097173999892
0.0744,6.1925859766938
0.0746,6.1752632108255
0.0748,6.1579570167857
0.075,6.1408737743641
0.0752,6.1242173971721
0.0754,6.1081884869378
0.0756,6.0929835745549
0.0758,6.0787944470691
0.076,6.0658075582181
0.0762,6.0542035187258
0.0764,6.0441566613337
0.0766,6.0358346744834
0.0768,6.0293982977135
0.077,6.0250010711329
0.0772,6.0227891308346
0.0774,6.0229010417626
0.0776,6.0254676593745
0.0778,6.0306120113922
0.078,6.0384491910498
0.0782,6.0490862534632
0.0784,6.0626221070902
0.0786,6.0791473926925
0.0788,6.0987443427471
0.079,6.1214866148858
0.0792,6.1474390936372
0.0794,6.1766576555417
0.0796,6.2091888935536
0.0798,6.2450697975855
0.08,6.2843273890313
0.0802,6.3269783081914
0.0804,6.3730283546349
0.0806,6.422471981758
0.0808,6.4752917480424
0.081,6.5314577288628
0.0812,6.5909268940614
0.0814,6.6536424579373
0.0816,6.7195332097655
0.0818,6.7885128344348
0.082,6.8604792342812
0.0822,6.9353138646468
0.0824,7.0128810971021
0.0826,7.0930276255873
0.0828,7.1755819319392
0.083,7.2603538282971
0.0832,7.347134094724
0.0834,7.4356942309552
0.0836,7.5257863414819
0.0838,7.6171431731021
0.084,7.709478323638
0.0842,7.8024866396178
0.0844,7.8958448193984
0.0846,7.9892122363503
0.0848,8.0822319943868
0.085,8.17453222527
0.0852,8.2657276337637
0.0854,8.3554212928763
0.0856,8.4432066871851
0.0858,8.5286699976003
0.086,8.61139261603
0.0862,8.6909538732955
0.0864,8.7669339584947
0.0866,8.8389170028679
0.0868,8.9064942963156
0.087,8.9692676001106
0.0872,9.0268525152389
0.0874,9.0788818623155
0.0876,9.125009026288
0.0878,9.1649112172965
0.088,9.1982925981763
0.0882,9.2248872292845
0.0884,9.2444617826129
0.0886,9.2568179795537
0.0888,9.2617947102124
0.089,9.2592697966885
0.089200000000001,9.2491613682896
0.089400000000001,9.2314288229767
0.089600000000001,9.2060733563899
0.089800000000001,9.1731380473551
0.090000000000001,9.1327074966436
0.090200000000001,9.0849070237442
0.090400000000001,9.0299014342988
0.090600000000001,8.9678933784332
0.090800000000001,8.899121327309
0.091000000000001,8.8238572016118
0.091200000000001,8.7424036912713
0.091400000000001,8.6550913102985
0.091600000000001,8.5622752341637
0.091800000000001,8.464331969564
0.092000000000001,8.3616559076886
0.092200000000001,8.2546558122289
0.092400000000001,8.1437512924229
0.092600000000001,8.0293693094465
0.092800000000001,7.9119407615742
0.093000000000001,7.7918971898479
0.093200000000001,7.6696676416478
0.093400000000001,7.545675724723
0.093600000000001,7.4203368790241
0.093800000000001,7.2940558882867
0.094000000000001,7.1672246478487
0.094200000000001,7.040220199809
0.094400000000001,6.9134030414439
0.094600000000001,6.7871157079404
0.094800000000001,6.6616816260085
0.095000000000001,6.5374042309253
0.095200000000001,6.4145663360569
0.095400000000001,6.2934297409284
0.095600000000001,6.1742350615008
0.095800000000001,6.0572017644395
0.096000000000001,5.9425283858282
0.096200000000001,5.8303929139318
0.096400000000001,5.7209533152471
0.096600000000001,5.6143481831059
0.096800000000001,5.5106974885103
0.097000000000001,5.4101034135851
0.097200000000001,5.3126512490103
0.097400000000001,5.2184103379754
0.097600000000001,5.127435050529
0.097800000000001,5.0397657736349
0.098000000000001,4.9554299037595
0.098200000000001,4.8744428303375
0.098400000000001,4.796808899999
0.098600000000001,4.7225223529292
0.098800000000001,4.6515682241666
0.099000000000001,4.583923204014
0.099200000000001,4.5195564530033
0.099400000000001,4.4584303680417
0.099600000000001,4.4005012974333
0.099800000000001,4.3457202034515
0.1,4.2940332719914
0.1002,4.2453824696114
0.1004,4.1997060489264
0.1006,4.1569390038939
0.1008,4.1170134770249
0.101,4.0798591209535
0.1012,4.0454034171345
0.1014,4.0135719547088
0.1016,3.9842886727821
0.1018,3.9574760695153
0.102,3.9330553815355
0.1022,3.9109467372358
0.1024,3.8910692875574
0.1026,3.873341317839
0.1028,3.8576803442717
0.103,3.8440031984288
0.1032,3.8322261032367
0.1034,3.8222647436316
0.1036,3.8140343349868
0.1038,3.807449692228
0.104,3.8024253023473
0.1042,3.7988754028073
0.1044,3.79671406808
0.1046,3.7958553062948
0.1048,3.7962131676868
0.105,3.7977018662251
0.1052,3.8002359154787
0.1054,3.8037302794378
0.1056,3.8081005386589
0.1058,3.813263071741
0.106,3.8191352517825
0.1062,3.8256356571008
0.1064,3.8326842951476
0.1066,3.8402028382043
0.1068,3.8481148691172
0.107,3.8563461350291
0.1072,3.8648248067875
0.1074,3.8734817414736
0.1076,3.8822507452923
0.1078,3.8910688339116
0.108,3.8998764872301
0.1082,3.9086178955038
0.1084,3.9172411937527
0.1086,3.9256986814311
0.1088,3.9339470244505
0.109,3.9419474368091
0.1092,3.9496658392918
0.1094,3.9570729929695
0.1096,3.9641446055252
0.1098,3.9708614087735
0.11,3.9772092061053
0.1102,3.9831788889803
0.1104,3.9887664219859
0.1106,3.9939727963902
0.1108,3.9988039525163
0.111,4.0032706716549
0.1112,4.0073884386024
0.1114,4.0111772762513
0.1116,4.0146615539733
0.1118,4.0178697718013
0.112,4.0208343226415
0.1122,4.0235912349365
0.1124,4.0261798983136
0.1126,4.0286427748571
0.1128,4.0310250986522
0.113,4.0333745662552
0.1132,4.0357410206658
0.1134,4.0381761312912
0.1136,4.0407330722412
0.1138,4.0434662011295
0.114,4.0464307403546
0.1142,4.0496824626132
0.1144,4.0532773821655
0.1146,4.0572714531218
0.1148,4.0617202757767
0.115,4.0666788117592
0.1152,4.072201108535
0.1154,4.0783400335571
0.1156,4.0851470181539
0.1158,4.0926718110405
0.116,4.1009622411713
0.1162,4.1100639895019
0.1164,4.1200203691067
0.1166,4.1308721130089
0.1168,4.1426571690194
0.117,4.1554105008464
0.1172,4.1691638947482
0.1174,4.1839457710198
0.1176,4.1997809996822
0.1178,4.2166907198219
0.118,4.2346921621584
0.1182,4.2537984745565
0.1184,4.2740185503798
0.1186,4.2953568597672
0.1188,4.3178132841378
0.119,4.3413829544493
0.1192,4.3660560939925
0.1194,4.3918178667491
0.1196,4.418648232606
0.1198,4.4465218109837
0.12,4.4754077546919
0.1202,4.5052696360861
0.1204,4.5360653478289
0.1206,4.5677470207891
0.1208,4.6002609617999
0.121,4.6335476141686
0.1212,4.6675415439485
0.1214,4.7021714550752
0.1216,4.737360236495
0.1218,4.7730250443921
0.122,4.8090774225344
0.1222,4.8454234636071
0.1224,4.8819640141811
0.1226,4.9185949256587
0.1228,4.9552073531835
0.123,4.9916881040375
0.1232,5.0279200365364
0.1234,5.0637825098449
0.1236,5.0991518844669
0.1238,5.1339020724625
0.124,5.1679051356713
0.1242,5.2010319294266
0.1244,5.2331527884148
0.1246,5.2641382505112
0.1248,5.2938598135868
0.125,5.3221907194908
0.1252,5.3490067586542
0.1254,5.3741870880723
0.1256,5.3976150548105
0.1258,5.4191790166791
0.126,5.4387731513141
0.1262,5.4562982446662
0.1264,5.4716624497597
0.1266,5.4847820066449
0.1268,5.4955819146469
0.127,5.5039965483971
0.1272,5.5099702096346
0.1274,5.5134576074632
0.1276,5.5144242605642
0.1278,5.5128468158281
0.128,5.508713278938
0.1282,5.5020231536123
0.1284,5.4927874874494
0.1286,5.4810288236074
0.1288,5.4667810588586
0.129,5.4500892098596
0.1292,5.4310090907425
0.1294,5.4096069063354
0.1296,5.3859587664492
0.1298,5.3601501276633
0.13,5.3322751699471
0.1302,5.3024361161788
0.1304,5.2707425032256
0.1306,5.2373104136599
0.1308,5.2022616774581
0.131,5.1657230531081
0.1312,5.1278253974904
0.1314,5.0887028336681
0.1316,5.0484919253577
0.1318,5.0073308663533
0.132,4.9653586925731
0.1322,4.9227145236898
0.1324,4.8795368405341
0.1326,4.8359628036222
0.1328,4.7921276172944
0.133,4.7481639430612
0.1332,4.7042013648721
0.1334,4.6603659081568
0.1336,4.6167796136478
0.1338,4.573560166218
0.134,4.5308205782213
0.1342,4.4886689261696
0.1344,4.447208138983
0.1346,4.4065358355268
0.1348,4.3667442087197
0.135,4.3279199531283
0.1352,4.2901442326867
0.1354,4.2534926849708
0.1356,4.2180354583212
0.1358,4.1838372780396
0.136,4.1509575378743
0.1362,4.1194504130585
0.1364,4.0893649912584
0.1366,4.0607454179224
0.1368,4.0336310527027
0.137,4.0080566338096
0.1372,3.9840524473936
0.1374,3.961644499288
0.1376,3.9408546866972
0.1378,3.9217009676836
0.138,3.9041975265655
0.1382,3.8883549336127
0.1384,3.8741802976818
0.1386,3.861677410701
0.1388,3.8508468831563
0.139,3.8416862699802
0.1392,3.834190186473
0.1394,3.8283504141054
0.1396,3.8241559962639
0.1398,3.8215933241876
0.14,3.8206462135383
0.1402,3.8212959721993
0.1404,3.8235214600654
0.1406,3.8272991417159
0.1408,3.8326031329939
0.141,3.8394052426169
0.1412,3.8476750100448
0.1414,3.8573797409039
0.1416,3.8684845413258
0.1418,3.8809523526081
0.142,3.8947439876234
0.1422,3.9098181704135
0.1424,3.9261315803955
0.1426,3.9436389025679
0.1428,3.9622928850646
0.143,3.9820444053196
0.1432,4.0028425460254
0.1434,4.0246346819483
0.1436,4.0473665785342
0.1438,4.0709825030912
0.144,4.0954253491593
0.1442,4.1206367745014
0.1444,4.1465573529447
0.1446,4.1731267400893
0.1448,4.2002838526857
0.145,4.2279670612454
0.1452,4.2561143952264
0.1454,4.284663759894
0.1456,4.3135531637397
0.1458,4.342720955109
0.146,4.3721060664902
0.1462,4.4016482647167
0.1464,4.4312884051628
0.1466,4.4609686878656
0.1468,4.490632913372
0.147,4.5202267360284
0.1472,4.5496979123507
0.1474,4.5789965420989
0.1476,4.6080752996676
0.1478,4.6368896534623
0.148,4.665398070989
0.1482,4.6935622075079
0.1484,4.7213470762341
0.1486,4.7487211982488
0.1488,4.7756567304763
0.149,4.8021295703164
0.1492,4.8281194357524
0.1494,4.8536099200317
0.1496,4.8785885202677
0.1498,4.9030466396072
0.15,4.9269795628713
0.1502,4.9503864058616
0.1504,4.9732700387865
0.1506,4.9956369845186
0.1508,5.0174972926287
0.151,5.0388643903689
0.1512,5.0597549119608
0.1514,5.0801885077264
0.1516,5.1001876347378
0.1518,5.1197773307809
0.152,5.1389849735116
0.1522,5.1578400267538
0.1524,5.1763737759093
0.1526,5.194619054469
0.1528,5.2126099635913
0.153,5.230381586681
0.1532,5.2479697008416
0.1534,5.2654104870066
0.1536,5.2827402404637
0.1538,5.299995083397
0.154,5.3172106809628
0.1542,5.334421962316
0.1544,5.3516628478871
0.1546,5.3689659841156
0.1548,5.3863624867346
0.155,5.4038816936085
0.1552,5.4215509280466
0.1554,5.439395273423
0.1556,5.4574373598811
0.1558,5.4756971638383
0.156,5.4941918209641
0.1562,5.5129354532712
0.1564,5.5319390109463
0.1566,5.5512101295237
0.1568,5.5707530030175
0.157,5.5905682736241
0.1572,5.6106529386264
0.1574,5.6310002751383
0.1576,5.6515997833611
0.1578,5.6724371490193
0.158,5.6934942256787
0.1582,5.7147490376396
0.1584,5.7361758041074
0.1586,5.7577449853269
0.1588,5.779423351339
0.159,5.8011740739779
0.1592,5.8229568426685
0.1594,5.8447280044937
0.1596,5.8664407289128
0.1598,5.8880451973696
0.16,5.9094888178957
0.1602,5.9307164646316
0.1604,5.9516707419937
0.1606,5.9722922730026
0.1608,5.9925200110416
0.161,6.0122915740656
0.1612,6.0315436000041
0.1614,6.0502121218214
0.1616,6.068232960409
0.1618,6.085542133186
0.162,6.1020762760092
0.1622,6.1177730756968
0.1624,6.1325717102207
0.1626,6.1464132933687
0.1628,6.159241320464
0.163,6.171002111552
0.1632,6.1816452483078
0.1634,6.1911240008314
0.1636,6.1993957404376
0.1638,6.2064223345513
0.164,6.2121705198787
0.1642,6.2166122501343
0.1644,6.2197250147816
0.1646,6.2214921254681
0.1648,6.22190296713
0.165,6.2209532110673
0.1652,6.2186449876853
0.1654,6.2149870170238
0.1656,6.2099946956507
0.1658,6.2036901389971
0.166,6.1961021787194
0.1662,6.1872663151852
0.1664,6.1772246257117
0.1666,6.1660256296961
0.1668,6.1537241122636
0.167,6.1403809085406
0.1672,6.1260626510759
0.1674,6.1108414833416
0.1676,6.0947947425619
0.1678,6.0780046154218
0.168,6.0605577704175
0.1682,6.0425449707744
0.1684,6.0240606719577
0.1686,6.0052026078238
0.1688,5.9860713694335
0.169,5.9667699804458
0.1692,5.9474034728664
0.1694,5.9280784667017
0.1696,5.9089027568325
0.1698,5.8899849101032
0.17,5.8714338753008
0.1702,5.8533586083276
0.1704,5.8358677144877
0.1706,5.8190691094087
0.1708,5.803069699709
0.171,5.7879750841141
0.1712,5.7738892753246
0.1714,5.7609144425386
0.1716,5.7491506741678
0.1718,5.7386957599144
0.172,5.7296449910659
0.1722,5.7220909775426
0.1724,5.7161234799783
0.1726,5.711829254862
0.1728,5.7092919105757
0.173,5.7085917719829
0.1732,5.7098057510983
0.1734,5.7130072212674
0.1736,5.7182658922191
0.1738,5.7256476833445
0.174,5.7352145925425
0.1742,5.7470245580454
0.1744,5.7611313106968
0.1746,5.7775842142917
0.1748,5.7964280917251
0.175,5.8177030348973
0.1752,5.8414441965439
0.1754,5.8676815624206
0.1756,5.8964397025757
0.1758,5.9277375007749
0.176,5.9615878615258
0.1762,5.9979973945557
0.1764,6.0369660770559
0.1766,6.0784868944949
0.1768,6.122545461328
0.177,6.1691196235074
0.1772,6.2181790452802
0.1774,6.2696847834092
0.1776,6.3235888525911
0.1778,6.379833786536
0.178,6.4383521998503
0.1782,6.4990663565655
0.1784,6.5618877518338
0.1786,6.626716713986
0.1788,6.6934420347691
0.179,6.7619406361738
0.1792,6.8320772827759
0.1794,6.9037043489447
0.1796,6.9766616506055
0.1798,7.0507763514319
0.18,7.1258629534212
0.1802,7.201723381675
0.1804,7.27814717293
0.1806,7.3549117768807
0.1808,7.4317829786301
0.181,7.5085154496595
0.1812,7.5848534335451
0.1814,7.6605315712298
0.1816,7.7352758690213
0.1818,7.8088048106262
0.182,7.8808306124487
0.1822,7.9510606191368
0.1824,8.0191988339571
0.1826,8.0849475760573
0.1828,8.1480092541051
0.183,8.2080882431905
0.1832,8.2648928493353
0.1834,8.3181373435093
0.1836,8.3675440447744
0.1838,8.4128454301421
0.184,8.4537862469858
0.1842,8.4901256024602
0.1844,8.5216390034179
0.1846,8.5481203197836
0.1848,8.5693836443432
0.185,8.5852650224093
0.1852,8.5956240258578
0.1854,8.6003451476168
0.1856,8.5993389947866
0.1858,8.5925432611477
0.186,8.5799234628515
0.1862,8.5614734245047
0.1864,8.5372155065874
0.1866,8.50720056911
0.1868,8.4715076705348
0.187,8.4302435051323
0.1872,8.3835415860855
0.1874,8.3315611856083
0.1876,8.2744860471107
0.1878,8.212522887854
0.188,8.1458997135881
0.1882,8.0748639692317
0.1884,7.9996805517298
0.1886,7.9206297127456
0.1888,7.8380048798025
0.189,7.7521104248843
0.1892,7.6632594093313
0.1894,7.5717713331565
0.1896,7.4779699157207
0.1898,7.3821809330363
0.19,7.2847301349485
0.1902,7.1859412630612
0.1904,7.0861341876793
0.1906,6.9856231792197
0.1908,6.8847153266496
0.191,6.7837091125557
0.1912,6.6828931515317
0.1914,6.5825450957273
0.1916,6.4829307087125
0.1918,6.3843031062984
0.192,6.2869021606541
0.1922,6.1909540620282
0.1924,6.096671030598
0.1926,6.0042511694745
0.1928,5.9138784486766
0.193,5.8257228089406
0.1932,5.7399403735693
0.1934,5.6566737560906
0.1936,5.5760524513169
0.1938,5.4981932974066
0.194,5.4232009967402
0.1942,5.351168683778
0.1944,5.2821785285715
0.1946,5.2163023651878
0.1948,5.1536023350006
0.195,5.0941315355389
0.1952,5.0379346663553
0.1954,4.9850486641828
0.1956,4.9355033204401
0.1958,4.8893218749299
0.196,4.8465215803355
0.1962,4.8071142328537
0.1964,4.7711066649785
0.1966,4.7385011971076
0.1968,4.7092960452257
0.197,4.6834856824779
0.1972,4.6610611529484
0.1974,4.6420103364152
0.1976,4.6263181632752
0.1978,4.6139667792176
0.198,4.6049356595756
0.1982,4.5992016736243
0.1984,4.5967390993932
0.1986,4.5975195898737
0.1988,4.6015120917926
0.199,4.60868271842
0.1992,4.6189945781832
0.1994,4.6324075611741
0.1996,4.6488780859701
0.1998,4.6683588095367
0.2,4.6907983033593
0.2002,4.7161406993451
0.2004,4.7443253094623
0.2006,4.7752862235308
0.2008,4.8089518900372
0.201,4.8452446853442
0.2012,4.8840804771357
0.2014,4.9253681884568
0.2016,4.9690093691739
0.2018,5.0148977821584
0.202,5.062919011932
0.2022,5.1129501038946
0.2024,5.1648592425891
0.2026,5.218505477697
0.2028,5.2737385066188
0.203,5.3303985225141
0.2032,5.388316136604
0.2034,5.4473123832734
0.2036,5.5071988161184
0.2038,5.567777702511
0.204,5.62884232347
0.2042,5.6901773846962
0.2044,5.7515595434668
0.2046,5.812758054759
0.2048,5.8735355384497
0.205,5.9336488677617
0.2052,5.9928501772879
0.2054,6.0508879869817
0.2056,6.1075084364541
0.2058,6.162456621826
0.206,6.2154780252767
0.2062,6.266320025363
0.2064,6.3147334741924
0.2066,6.3604743256825
0.2068,6.4033052974713
0.207,6.4429975476051
0.2072,6.4793323459822
0.2074,6.5121027196879
0.2076,6.5411150508913
0.2078,6.5661906058756
0.208,6.587166974086
0.2082,6.6038993968131
0.2084,6.6162619662506
0.2086,6.6241486772194
0.2088,6.6274743157378
0.209,6.6261751708809
0.2092,6.6202095589091
0.2094,6.6095581514259
0.2096,6.5942241023005
0.2098,6.574232971168
0.21,6.5496324444486
0.2102,6.520491857936
0.2104,6.4869015280198
0.2106,6.4489719014481
0.2108,6.4068325361867
0.211,6.3606309282634
0.2112,6.3105312015348
0.2114,6.2567126789708
0.2116,6.1993683553403
0.2118,6.138703292057
0.212,6.0749329554182
0.2122,6.0082815195302
0.2124,5.9389801549037
0.2126,5.8672653230059
0.2128,5.7933770960597
0.213,5.7175575200589
0.2132,5.640049037435
0.2134,5.5610929840481
0.2136,5.4809281732762
0.2138,5.3997895779858
0.214,5.3179071190993
0.2142,5.2355045674217
0.2144,5.1527985633696
0.2146,5.0699977572866
0.2148,4.9873020711921
0.215,4.9049020811019
0.2152,4.8229785175092
0.2154,4.7417018802341
0.2156,4.6612321626537
